,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Name,Energy Cost,Source,Type,Subtype,Speed,Offense,Defense,RulesText,FlavorText,image,CommentsTags,Comments,RelatedCards,TagsReal,Formats,Set
Reflect,2,ee,Spell,,3,,4,All damage target<reality><dream> card would deal this round is dealt to it's controller instead.,,y,,,,,,
Crush,2,ee,Spell,,2,,3,Destroy target<reality><dream> unit with less <offense> than an allied unit.,,y,,,,,,
\,2,ee,Unit,Scribe,2,2,2,Arrive<reality>: Target<reality><dream> unit or item loses all abillities this round.,,n,,,,,,
Knights' Tower,2,e,Claim,,-1,,4,"Energize 1
Arrive<reality>: Summon a unit with base cost 2 or less from your hand.",,y,,,,,,
Tower Inkblood,2,e,Claim,,-1,,5,"Energize 1
When your third inkblood dies in a round: Discard<reality> ~ to create<reality> Pyrus, Returned.",,y,#inkblood,,"Pyrus, Returned",,,
Inkblood Conjuring,1,e,Spell,Inkblood,-1,,3,"Destroy target allied inkblood to choose one --
- Summon another inkblood from your memory.
- Create a cached Pyrus, Returned.",,y,#inkblood,,"Pyrus, Returned",,,
Finishing Move,2,e,Unit,Inkblood,-1,3,1,"Arrive<reality>: Target<reality> allied unit strikes another target<reality> unit, then is discarded<reality>.",,y,#inkblood,,,,,
Soulbook,2,ee,Item,Inkblood,-1,,3,"∞<speed> Whenever another unit dies: ~ becomes a copy of it, except it's an inkblood and gains this ability.",,y,#inkblood,,,,,
Inkblood Necromancer,1,e,Unit,Inkblood,0,1,1,∞<speed> Dies: Summon another unit with base cost 3 or less from your memory.,,y,,,,,,
Inkblood Vampire,2,e,Unit,Inkblood,0,3,2,"Lifesteal.
∞<speed> Dies: Deal 3 damage to each opponent.",,y,,,,,,
Inkblood Pyromancer,2,e,Unit,Inkblood,-1,2,1,∞<speed> Dies: Deal 2 damage to each unit.,,y,,,,,,
Inkblood Warlock,3,e,Unit,Inkblood,-2,4,2,"∞<speed> Arrive<reality>: Destroy all other allied units.
∞<speed> Depart<reality>: Void ~ and summon all inkbloods from your memory.",,y,,,,,,
Wizard's Familiar,1,e,Unit,Bird,0,1,1,"Flying
~ has +2<offense> +1<defense> as long as you have 3+ spells in your memory.",,y,,,,,,
Quick Inspection,1,e,Spell,,2,,2,"Inspect 4
Draw an inspected card.
Reset",,y,,,,,,
Thorough Investigation,1,eee,Spell,,-1,,2,"Inspect 8
Draw an inspected card.
Reset",,y,,,,,,
\Forgotten Recall,1,ee,Spell,,2,,4,"Forget 4
Recall up to two target<reality> units.
Draw 1.",,n,,,,,,
Wacky Wizard,2,ee,Unit,Wizard,0,0,3,"Overwhelm
∞<speed> Whenever you resolve a spell: Give ~ +2<offense> this round.",,y,,,,,,
Break Through,1,e,Spell,,2,,3,"Choose one --
- Give target unit +1<offense>, draw 1.
- Give target unit being blocked +3<offense> and overwhelm.",,y,,,,,,
\King Wizard,2,e,Unit,Wizard,2,2,2,"Allied<reality><dream> wizards have ""Ward -- 2<energy>"" and +1<offense>.",,n,,,,,,
\Cubic Wizard,2,ee,Unit,Wizard,0,1,3,Attack: Recall the unit to ~'s right to summon a unit with base cost 2 or less from your hand in it's place.,,n,,,,,,
Secluded Hamlet,2,e,Claim,Town,0,,4,"Energize 2
3<speed> Spellform | 1<energy>1<eminus> -- Breakpoint. Draw 1.",,y,,,,,,
Quaint Village,3,e,Claim,Town,0,,4,"Energize 1
∞<speed> Arrive<reality>: Draw 1.
0<speed> Spellform | 4<eminus> -- Draw 1.",,y,,,,,,
Enter Formation,2,ee,Spell,,2,,4,"Choose one --
- Give up to two target<reality> units formation this round. Draw 1.
- Put target attacking unit on top of it's owner's deck.",,y,,,,,,
Divine Uppercut,2,ee,Spell,,3,,4,"Choose one --
- Target<reality> allied unit strikes target<reality> unit.
- Destroy target<dream> spell with base cost 3 or less.",,y,,,,,,
Knights' Ambush,2,ee,Spell,,3,,3,"Create<reality> a Knight of Redemption.
+1<energy>.
If you resolved a card targetted an enemy card in dream<dream> this round, copy ~ as you play it.",,y,,,,,,
Battle Merchant,2,ee,Unit,,0,2,3,"<x> = ~'s <offense>
∞<speed> Attack: +<energyX>.",,y,,,,,,
Recruit a Mercenary,1,ee,Spell,,-1,,3,"Inspect 6 
You may cache an inspected unit.
Reset",,y,,,,,,
\ Recruiter,2,e,Unit,,-1,4,1,"Formation
∞<speed> Arrive<reality>: Inspect 6. You may cache an inspected unit. Reset.",,n,,,,,,
Swift Hawk,2,ee,Unit,,1,2,1,"Flying, Swiftness",,y,,,,,,
\Give Challenger,1,ee,Spell,,2,,3,"Give target unit challenger this round.
Draw 1.",,n,,,,,,
Become Large,1,e,Spell,,3,,4,Give target<reality><dream> unit +3<offense> +3<defense> this round.,,y,,,,,,
K.O. Punch,2,e,Spell,,2,,5,Target allied combating unit strikes target enemy combating unit.,,y,,,,,,
Team Up,2,e,Spell,,2,,4,Give up to two target units +2<offense> +1<defense> this round.,,y,,,,,,
Experienced Traveler,2,ee,Unit,,-1,2,2,∞<speed> Arrive or Strike: Create a cached Three Paths.,,y,,,,,,
Shatter Object,3,ee,Spell,,3,,4,"Choose one --
- Destroy target item<reality><dream>.
- Draw 2.",,y,,,,,,
Eminus Spellbook,1,e,Item,Spellbook,-1,,3,"Skill∞<speed> | Discard<reality> ~: Create a cached , , or .",,y,,,,,,
Moat,3,ee,Item,,-2,,,Enemy<reality> units have -2<offense>.,,y,,,,,,
Pax Nova Garrison,2,ee,Item,,-1,,4,"∞<speed> Whenever you resolve a unit, create<reality> a 1/1 soldier with formation.",,y,,,,,,
The Harder They Fall,2,eee,Spell,,-2,,4,Destroy target card<reality> with base cost 4 or greater.,,y,,,,,,
Crystal Ball,1,ee,Item,,-1,,1,"Arrive<reality> and Depart<reality>: Delve 6.
Skill∞<speed> | 1<energy>: Destroy ~.",,y,,,,,,
Portable Portal,1,ee,Item,,-1,,3,Skill2<speed> | Flip ~: You may summon a card with base cost 2 or less from your hand.,,y,,,,,,
Cryptic Strike,2,e,Spell,,3,,4,Put on the bottom of it's deck target<dream> card with base cost less than or equal to your Domain.,,y,,,,,,
Familiar Fist,2,ee,Spell,,-2,,3,Target<reality> unit strikes any target it already struck this round.,,y,,,,,,
Captain's Kaleidoscope,2,e,Item,,2,,4,"<X> = Your Domain.
∞<speed> Arrive<reality>: Inspect twice <X>. You may draw an inspected card. Reset.",,y,,,,,,
Speed 101,2,ee,Item,Spellbook,0,,3,"∞<speed> Arrive: Draw 1.
Skill∞<speed>  | Discard<reality> ~: The next card you play gets +3<speed>.",,y,,,,,,
Combat Wizardry,1,ee,Item,Relic,0,,3,"You may look at the top card of your deck at any time.
You may play the top card of your deck as long as an allied unit is attacking or blocking by voiding<void> an allied channeled<channel> card as an additional cost.",,y,,,,,,
\Named knight of redemption,2,ee,Item,,0,,3,"<?> = The number of cards you resolved during combat this round.
Allied<reality> units have +<offense?> +<defense?>.",,n,,,,,,
Experienced Combatant,6,ee,Unit,,2,4,4,"Swiftness
<any> | ~ costs 1<energy> less for each allied combating unit.",,y,,,,,,
Temporal Bubble,1,eee,Spell,,3,,2,"<dream> | While ~ is in dream, allied<any> cards have +3<speed>.
Draw 1.",,y,,,,,,
\Joe,3,ee,Unit,,0,3,3,"Strike: Choose one --
- Recall the card ~ striked.
- Recall target item.",,n,,,,,,
\Signaler,2,ee,Unit,,0,0,3,"Swiftness
<?> = The numbe of times ~ attacked this round.
Allied<reality> units have +<offense?>.",,n,,,,,,
Temporal Manipulator,1,e,Unit,Wizard,3,2,1,"Breakpoint, Flying",,y,,,,,,
\,2,e,Unit,,2,3,1,Arrive: Deal 2 damage to target<reality> flipped card.,,n,,,,,,
\,1,ee,Item,,0,,5,"Count -- You resolve a spell.
<X> = ~'s count.
Skill∞<speed> | 1<energy>, discard<reality> ~: Give target unit +<offenseX> +<defenseX> this round.",,n,,,,,,
Moment of Silence,3,eee,Spell,,-3,,5,"Recall all<dream> cards and abilities.
End the round.",,y,,,,,,
Wave of Doubt,3,ee,Spell,,2,,4,Recall any number of target<reality> cards with total base cost between them of 5 or less.,,y,,,,,,
\,2,e,Spell,,3,,,"Choose One --
- Prevent all damage target<reality><dream> card would deal this round.
- Give target<reality> unit Double Strike this round.",,n,,,,,,
\,2,e,Spell,,2,,,"Choose One --
- Destroy target attacking unit.
- Destroy target<dream> ability.",,n,,,,,,
\,2,e,Spell,,3,,,"Choose One --
- Put target<reality><dream> nonunit on top of it's deck.
- ",,n,,,,,,
Swipe,2,ee,Spell,,3,,3,"Choose One --
- Gain control of target<reality> card with base cost 1 or less.
- Put target<dream> card on top of it's deck.",,y,,,,,,
\,2,ee,Spell,,3,,4,Destroy target<dream> card with base speed 1 or more.,,n,,,,,,
\,2,e,Spell,,,,4,"Choose One --
- Put target<reality> card with base cost 2 or less on the top or bottom of it's deck.
- ",,n,,,,,,
\,3,ee,Spell,,3,,,"Choose One --
- Recall up to one target<reality> card of each card type.
- ",,n,,,,,,
\,2,ee,Spell,,3,,4,Recall up to 2 target<reality><dream> cards.,,n,,,,,,
\,3,ee,Spell,,-3,,5,Each allied unit strikes target<reality> card.,,n,,,,,,
\first strike claim,2,e,Claim,,0,,4,"Energize 2
Spellform 3<speed> | 1<energy>2<eminus> -- Give target unit First Strike this round. Draw 1.",,n,,,,,,
\,2,e,Claim,,1,,5,"∞<speed> Arrive<reality>: Draw 1.
Skill∞<speed> | Flip ~: Give target unit +2<offense> this round.",,n,,,,,,
Festival of Gravity,2,e,Claim,,1,,4,"∞<speed> Arrive<reality>: Draw 1.
Skill3<speed> | Flip ~: Recall target<reality> allied card.",,y,,,,,,
\,2,e,Claim,,1,,5,"Energize 1, Bloodlust",,n,,,,,,
Try again,2,mm,Spell,,3,,4,"Recall target<dream> card.
Draw 1.",,y,#stop #int #recall,,,,,
Sanctum Skyhunter,3,e,Unit,,0,3,4,"Flying, Challenger",,y,,,,,,
Liev Grappler,2,ee,Unit,,0,2,2,"Challenger
∞<speed> Arrive: Create a cached Three Paths.",,y,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
---,,,,,,,,,,,,,,,,
---,,,,,,,,,,,,,,,,
---,,,,,,,,,,,,,,,,
---,,,,,,,,,,,,,,,,
--- Material ---,,,,,,,,,,,,,,,,
\Draw + clue,2,m,Spell,,2,,4,"Draw 1.
Create<reality> an Energy Flask.",,n,#items1,,,,,
Material Spellcaster,2,mm,Unit,,2,2,1,"∞<speed> Arrive<reality>: Choose one --
- Summon a claim from your hand.
- Give target<reality> unit overwhelm this round.
- Draw 1.",,y,#claims,,,,,
\Nixotica,1,m,Unit,,1,1,2,"1 - Count: You resolve a card unique from your cards in play<reality>, memory, and void.
v - Count 6+
2 - Allied<reality> units have all abilities of all other allied<reality> units.",,n,,,,#vertical,,
\Treeguy,2,m,Unit,,-1,2,2,Arrive<reality>: Create<reality> 2 Energy Flasks.,,n,#items1,,,,,
\Bushwhacker,2,mm,Unit,,-2,1,1,∞<speed> Arrive<reality>: Give each allied unit +1<offense> this round. Unflip them.,,n,,,,,,
Acrobat,1,mm,Unit,,-1,1,2,"Swiftness
Skill∞<speed> | Flip ~: Unflip target<reality> card.",,y,#unflip,,,,,
\Bapis,2,m,Unit,,-1,2,1,"Formation
Arrive<reality>: Flip or unflip target<reality> card.",,n,#aggro,,,,,
\Cpal,5,mm,Unit,,0,5,5,<any> | ~ Costs 1<energy> less for each flipped allied<reality> unit.,,n,#flip2,,,,,
\Newlon,4,mm,Unit,,2,4,4,"Ward -- 3<energy>
<any> | ~ Costs 1<energy> less for each card type among cards in your memory.",,n,#memory2,,,,,
\reveal to cache for same tc,1,mm,Spell,,-2,,4,"Reveal a card from your hand. 
Inspect 8. Cache an inspected card with base cost equal to that of the revealed card. Reset.",,n,#selection,,,,,
\cache 2,2,m,Spell,,-2,,4,Cache the top 2 cards of your deck.,,n,#cache1,,,,,
\Dubby,3,m,Unit,,-1,4,3,∞<speed> Attack: Give the unit to ~'s right overwhelm this round.,,n,#aggro,,,,,
\cache for card types in memory,3,mm,Spell,,1,,5,Cache the top card of your deck for each card type among cards in your memory.,,n,#memory2,,,,,
Recall Claim,2,mm,Spell,,3,,4,"Recall target<reality><dream> claim.
Draw 1.",,y,,,,,,
\Arboreal,1,mm,Unit,,-2,1,3,∞<speed> Arrive<reality>: You may summon a claim from your hand.,,n,#claims1,,,,,
Stake a Claim,2,mm,Spell,,-2,,3,"Draw 1
Summon a claim from your hand.",,y,#claims1,,,,,
\claim recall + extra claim,3,mm,Spell,,2,,4,"Recall target<reality> claim.
Summon a claim from your hand.",,n,#claims1 #recall1,,,,,
The Gardener,1,mm,Unit,,-1,1,2,Skill2<speed> | Flip ~: Discard<reality> a claim to summon a claim from your hand.,,y,#claims3,Change the name to {named character}'s gardener.,,,,
Farsight Telescope,2,mmm,Item,,-2,,4,Skill3<speed> | Flip ~: Discard<hand> 1 card to summon a claim from your hand.,,y,#discard<hand>1 #claims1,,,,,
\lotus,2,mm,Unit,,0,3,4,∞<speed> Whenever an allied claim arrives<reality>: Create<reality> an Energy Flask.,,n,#claims2 #items1,,,,,
Worldseal,5,mmm,Item,,-2,,3,"Allied<any> claims have  ""Augment | Discard<hand> 1, pay 1 life. -- Play only if you meet ~'s source requirement.""",,y,#claims1 #discard<hand>1 #engine,,,,,
\Loaming,2,mm,Spell,,-1,,3,"Recall up to two target<memory> claim cards.
Recast | 3<energy>1<material>",,n,#claims1,,,,,
\dings = your claims,2,m,Unit,,2,1,1,"Overwhelm
~ arrives with two +1<offense> +1<defense> counters for each allied<reality> claim.",,n,#cache1 #counters1 #claims2,,,,,
Unexpected Conquest,3,mmm,Spell,,-2,,5,Summon up to 2 claims from your hand.,,y,,,,,,
\Entrylag,1,m,Spell,,-2,1,1,∞<speed> When you recall ~ from anywhere: Draw 1.,,n,#recall2,,,,,
\Nemo,3,mm,Unit,,2,4,4,Arrive<reality>: Recall all other allied<reality> units.,,n,#recall,,,,,
Forced Retreat,2,mm,Spell,,2,,5,"Remove target<reality> unit from combat. You may flip or unflip it.
Draw 1.",,y,#trick,,,,,
Royal Guard,2,mm,Unit,,3,2,3,"Ward -- 2<energy>
Arrive<reality>: Swap ~ with target allied<reality> unit.",,y,#swap #int #protection #trick,,,,,
\mass recall on attack,2,m,Unit,,0,2,2,∞<speed> Attack: Recall all attacking units to ~'s right to give target<reality> unit +1<offense> +1<defense> this round for each.,,n,#recall1,,,,,
\self recalling unit,1,mm,Unit,,-2,1,1,"∞<speed> Arrive<reality>: Give target unit flying this round.
Skill∞<speed> | 1<energy>: Recall ~
Spellform | 3<energy>2<material> -- (do smth idk)",,n,,,,,,
Elusive Egret,1,mm,Unit,,-1,3,1,"Flying
∞<speed> Player strike: Recall ~.",,y,#recall1,Find a new word instead of bird,,,,
\recall one,5,mm,Unit,,0,4,3,<any> | ~ Costs 2<energy> less for each card you recalled this round.,,n,#recall2,Give this an interesting ability,,,,
\Wizard Seeker,2,m,Unit,Scribe,2,3,2,"Skill2<speed> | 2<energy>, Discard<reality> ~: Destroy target Item or claim.",,n,#bear #int,,,,,
\cant draw cards,2,mm,Unit,Human Scribe,-3,2,2,Players may only draw cards at round end.,,n,#bear #int #law,,,,,
\u get ward,2,m,Unit,Human Scribe,-2,1,3,"Flying
You have ""Ward -- <energy100>"".",,n,#bear #int #law,,,,,
\cant arrive*,2,m,Unit,Human Scribe,2,2,2,"If a card would arrive<reality> from anywhere other than dream<dream>, void it instead.",,n,#bear #int #law,,,,,
\Meddling Druid?,2,mm,Unit,Human Scribe,2,2,2,"Choose <X> | A card name.
<X> can't be played.",,n,#bear #int #law,,,,,
Old Watchtower,3,mm,Item,,0,,3,∞<speed> Whenever an allied unit arrives<reality>: Unflip all allied<reality> units.,,y,#unflip1,,,,,
Old Watchman,1,mm,Unit,,-2,2,1,∞<speed> Arrive<reality>: Unflip all allied units.,,y,#unflip1,,,,,
Glimpse Tomorrow,4,mm,Item,,-1,,3,"Vanishing
Choose <X> | A card type.
∞<speed> Whenever an allied <X> resolves: Cache the top card of your deck.",,y,#choosetype,,,,,
\Toaster,1,mm,Spell,,0,,3,"Give target<reality> unit +2<offense> +2<defense> this round.
Draw 1.",,n,#trick,,,,,
Siphon Power,2,mm,Spell,,3,,4,"Choose one or both:
- Target unit gets +2<offense> this round
- Target unit gets -2<offense> this round
Draw 1.",,y,#trick,,,,,
\Super Chaotic Ding,1,mm,Item,,2,,3,"Vanishing
∞<speed> Arrive<reality>: Draw 1.
Allied<reality> units have overwhelm.",,n,#trick,,,,,
\Giilo,1,mmm,Unit,,0,1,1,"~ Arrives flipped.
Skill3<speed> | 1<energy>, Flip ~: Give target unit +3<defense> and ""Ward -- 3<energy>"" this round.",,n,#int #protection,,,,,
Void Capsule,2,mm,Item,,3,,5,Arrive<reality>: Void target<dream><memory> spell until ~ departs<reality>.,,y,#int #stop,,,,,
Bound in the Earth,3,mmm,Item,,-2,,6,Arrive<reality>: Void target<reality> unit until ~ departs<reality>.,,y,#int,,,,,
Devout Arbiter,3,mm,Unit,Wizard,3,3,3,"First strike
Arrive<reality>: Void target<dream> card until ~ departs<reality>.",,y,#int,,,,,
\Quantum State,2,mm,Spell,,2,,5,"Vanishing
∞<speed> Arrive<reality>: Draw 1.
Allied<reality><dream> units have +2<defense>.",,n,#trick #int #protection,,,,,
Defense Matrix,2,mm,Spell,,3,,3,"Vanishing
∞<speed> Arrive<reality>: Draw 1.
Allied<reality> units have ""Ward -- 2<energy>"".",,y,#protection #int,,,,,
\,1,mm,Spell,,2,,4,Put target<channel> card on the top or bottom of it's owner's deck.,,n,,,,,,
\containment dings,3,mm,Unit,,-2,3,2,Arrive<reality>: Void another target<reality> card until ~ Departs<reality>.,,n,#int,,,,,
\Selfless whatever,1,mm,Unit,,-2,1,2,"Skill3<speed> | 1<energy>, Discard<reality> ~: Destroy target<dream> card or ability targetting an allied<reality> card.",,n,#int #protection,,,,,
\destroy unit / recall item,3,mm,Unit,,-2,3,2,"Arrive<reality>: Choose one --
- Destroy target<reality> item.
- Recall target<reality> unit.",,n,#int,,,,,
\better than warding,1,m,Spell,,3,,4,Destroy target<dream> card or ability that targets a unit.,,n,#int #protection #stop,,,,,
\recall ally + enemy,2,mm,Spell,,2,,4,"Recall target<reality> allied unit to recall another target<reality> unit.
Draw 1.",,n,#recall1 #int,,,,,
Erase,4,m,Spell,,0,,7,Void target<reality> card.,,y,#int,,,,,
Remove from History,2,mm,Spell,,-1,,5,"Forget 4
Void target<reality> unit.",,y,#int #Forget1,,,,,
Overtime,3,mm,Spell,,-2,,5,"Unflip all allied<reality> cards.
Draw 1.",,y,#unflip1,,,,,
Transfusion,1,m,Spell,,-2,,6,"Recall target<reality> allied unit to give another target<reality> unit +4<offense> +4<defense> this round.
Create<reality> a Supply Cache.",,y,#recall1 #trick #blitz,,,,,
\,5,mm,Item,,2,,4,"∞<speed> Arrive<reality>: Recall all allied<reality> claims. You may give target<reality> unit +1<offense> +1<defense> and overwhelm this round for each.
∞<speed> Arrive<reality>: Summon up to 2 claims from your hand.",,n,,,,,,
Claim Academy,2,mm,Claim,,-2,,4,"Round Start: +1<energy> for each allied claim, up to 3.",,y,,,,,,
Recollect,1,m,Spell,,2,,3,Recall target card from memory.,,y,,,,,,
Pancake Diner,2,m,Claim,,1,,5,"∞<speed> Arrive<reality>: Draw 1.
Skill∞<speed> | Flip ~: Unflip another target<reality> card.",,y,,,,,,
Conqueror's Tower,2,m,Claim,,-3,,4,"Energize 1
∞<speed> Arrive<reality>: You may summon a claim from your hand.",,y,,,,,,
Disappearing Land,3,mm,Spell,,-3,,4,Recall all<reality> claims.,,y,,,,,,
\flipper/unflipper,1,mm,Unit,,-2,1,2,"Swiftness
Skill∞<speed> | Flip ~: Flip or unflip target<reality> unit.",,n,#unflip1,,,,,
\Numbers Man,3,mm,Unit,Human Scribe,-2,2,2,"Choose <X> | A number.
Cards<any> with base cost <X> cost 2<energy> more.",,n,#bear #int,,,,,
Fertile Farmland,4,m,Claim,,0,,4,Energize 3,,y,,,,,,
\Ancient Wheeler Mana,4,m,Claim,,-2,,4,"Energize 2
∞<speed> Arrive<reality>: Cache the top card of your deck.",,n,,Move this or the card above to another source,,,,
Spring of Indecision,3,mm,Item,,0,,4,"You may choose any number of choices when choosing targets for choose one cards.
∞<speed> Whenever you play a spellbook spell or activate an ability of a spellbook: Copy it.",,y,,,,,,
Aulva Spellsplitter,2,mm,Unit,Ogre Wizard,-1,1,4,"Your spells<any> cost 2<energy> more.
∞<speed> Whenever you play a spell: Copy it. You may choose new targets for the copy.",,y,,,,,,
Salt Alliance Tradesman,2,m,Unit,Goblin Merchant,0,2,3,Your multiple choice and spellbook cards cost 1<energy> less.,I can get you a sweet discount on this shovel if you buy some salt!,y,,,,,,
\,9,m,Unit,,3,20,20,"Overwhelm
Augment | 1<energy>2<material> -- Play ~ only if you have 20+ unique cards total in your memory, battlefield, and void.",,n,#highlander2,,,,#highlander,
Instant Shield,1,mm,Spell,,3,,4,Destroy target<dream> spell or ability that targets an allied<reality> card.,,y,,,,,,
Tranquil Grove,2,m,Claim,,0,,4,"Energize 2
3<speed> Spellform | 1<energy>1<material> -- Breakpoint. Draw 1.",,y,,,,,,
\something Grove,3,m,Claim,,0,,4,"Energize 1
∞<speed> Arrive<reality>: Draw 1.
0<speed> Spellform | 4<material> -- Draw 1.",,n,,,,,,
\Inspect for claim,1,m,Spell,,-2,,4,"Inspect 6 
You may cache an inspected claim.
Reset",,n,,,,,,
\claim inspect unit,2,m,Unit,,-1,3,3,"Overwhelm
∞<speed> Arrive<reality>: Inspect 6. You may cache an inspected claim. Reset.",,n,,,,,,
\idk something that implies speed,3,mm,Unit,Ogre,3,2,2,"Choose <X> | A card type.
Arrive<reality>: Inspect 5. You may summon an inspected <X> with base cost 2 or less. Reset.",,n,,,,,,
Ogre Illusionist,3,mm,Unit,Ogre,3,3,6,"Swiftness
∞<speed> Arrive<reality>: Swap ~ with target allied unit.",,y,,,,,,
Book of the World,2,mm,Item,,0,,4,"∞<speed> Count -- You resolve a spell with a different name from any others in your memory and void.
<X> = ~'s count.
∞<speed> Whenever ~ counts: Unflip target<reality> allied unit and put <X> +1<offense> +1<defense> counters on it.",,y,#highlander2,,,,#highlander,
\Named Scribe,1,m,Unit,,2,0,4,"1 - Count -- You resolve a card with a different name from any others in your board, memory, or void.
v - Count 6+
2 - ∞<speed> Arrive: Cache up to three target<memory> cards.",,n,,,,,,
Cheap Land,1,m,Claim,,-1,,3,Energize 1,,y,,,,,,
Energy Bank,1,m,Item,,-1,,5,"∞<speed> Arrive<reality>: Pay any amount of <energy>. <X> = the <energy> spent. Draw 1.
∞<speed> Round Start: Discard<reality> ~ to +<energyX>.",,y,,,,,,
Give Overwhelm,1,m,Spell,,2,,4,"Give target<reality> unit overwhelm this round.
Draw 1.",,y,,,,,,
Migrating Songbird,2,m,Unit,,1,2,1,"Flying
∞<speed> Arrive<reality>: Create a cached Three Paths.",,n,,,,,,
\,2,mm,Unit,Scribe,-1,2,2,"Choose <X> | A card type.
<X> cards<any> cost 1<energy> more.",,n,#law #bear,,,,,
\,1,mm,Spell,,-3,,3,"Choose one --
- Void target<reality> nonitem with base cost 1 or less.
- Void target<reality> item with base cost 2 or less.",,n,,,,,,
\,2,mm,Item,Relic,-1,,3,"∞<speed> Arrive<reality>: Draw 1.
Allied source requirements are reduced by 1<arca>1<eminus>1<material>1<oldworld>1<zelor>.",,n,,,,,,
Tactical Maneuver,3,mm,Spell,,2,,4,"Flip or unflip up to three target<reality> units.
Draw 1.",,y,#unflip1 #int,,,,,
Elite Scout,1,mm,Unit,Scout,0,1,1,Attack: Unflip all allied<reality> units.,,n,#unflip1,,,,,
Moose on the Loose,2,m,Spell,,-1,,4,Each player creates<reality> a Giant Moose (10/10 unit with Overwhelm).,,y,,,,,,
Giant Moose,5,mm,Unit,Giant Moose,0,10,10,Overwhelm,,y,,,,,,
Prismatic Power,1,m,Spell,,2,,4,"<X> = Your domain.
Give target<reality> unit <X> +1<offense> +1<defense> counters.",,y,,,,,,
Prismatic Golem,2,m,Unit,,0,0,0,"Overwhelm
Ward -- 1<energy>
<X> = Your Domain.
~ has +<offenseX> +<defenseX>.",,y,,,,,,
Prismatic Landscape,3,mm,Spell,,2,,5,"<X> = Your Domain
Summon up to <X> claims from your hand.",,y,,,,,,
Skyhaven Merchant,2,mm,Unit,,0,3,3,∞<speed> When ~ flips: Create<reality> a Energy Flask.,,n,,,,,,
Backup Stash,1,mm,Item,,1,,4,Skill∞<speed> | Discard<reality> ~: Recall target<channel> card.,,y,,,,,,
Plucky Scout,1,m,Unit,Scout,1,1,4,Swiftness,,n,,,,,,
\,3,mm,Unit,,0,1,1,Skill∞<speed> | Flip 3 unflipped allied units: +2<energy>.,,n,#unflip2,,,,,
Punishing Strike,2,m,Spell,,-3,,4,Deal 5 damage to target<reality> flipped card.,,y,#int,,,,,
Rugged Mountainer,2,mmm,Unit,,0,3,3,"Swiftness, First Strike",,y,,,,,,
\Named Character,2,mm,Unit,Arbiter,0,3,2,"Flying
You are the first player each round.",,n,,,,,,
Sanddune Scout,2,mm,Unit,Scout,0,2,2,∞<speed> Attack: Flip or unflip target unit.,,y,,,,,,
Prepared Traveler,1,m,Unit,,0,2,1,∞<speed> Arrive: Create<reality> a Supply Cache.,,y,,,,,,
\Named Character,1,mm,Unit,Scribe,-2,1,1,"When choosing targets for cards or abilities that could target ~, opponents must choose ~ as a target.",,n,,,,,,
Currency Conversion,1,m,Spell,,0,,3,"The next card you play's source requirement is reduced by 1<arca>1<eminus>1<material>1<oldworld>1<zelor>.
Draw 1.",,y,,,,,,
Defiant Scribe,2,m,Unit,Scribe,3,2,3,"First Strike
∞<speed> Arrive: The next spell an opponent plays costs 2<energy> more.",,y,,,,,,
\,1,mm,Spell,,2,,5,Choose two target units. Give the second +<offense> equal to the <offense> of the first.,,n,,,,,,
Distant Titans,2,m,Spell,,2,,5,"Breakpoint
Inspect 8. You may cache an inspected card of each base cost except 0, 1, and 2. Reset.",,y,,,,,,
\,2,mm,Item,,0,,4,Players may play no more than one card of each type each round.,,n,,,,,,
\,2,m,Spell,,2,,3,"Choose one or both --
- Remove target unit from combat.
- Flip or unflip target combating unit.",,n,,,,,,
\,1,m,Item,,0,,2,"Vanishing
Round End: Void all cards<memory>.
Spellform 3<speed> | 1<energy>1<material> -- Breakpoint. Draw 1.",,n,,,,,,
Flying Squirrel,3,m,Unit,,2,3,2,"Flying
∞<speed> Arrive<reality>: Draw 1 and gain 3 life.",,y,#^arrive,,,,,
Staff of Teleportation,3,mm,Item,,0,,3,∞<speed> Whenever you attack: Flip or unflip target<reality> unit.,,n,,,,,,
Traverse the Dreamscape,2,mmm,Spell,,-1,,3,"Choose <X> | A card type.
Discard the top 4 cards of your deck. Recall up to 2 allied<memory> <X>.",,y,,,,,,
Materialized Landscape,2,mm,Spell,,2,,3,"Inspect 5, then choose one --
- Summon an inspected claim.
- Draw an inspected card. +1<energy>.
Reset.",,y,,,,,,
\,2,m,Spell,,1,,3,"Choose One --
- Destroy target<reality> card with <defense> 4 or more.
- Draw 1, gain 2 life. +1<energy>",,n,,,,,,
Geoexplosion,2,m,Spell,,2,,4,"Choose One --
- Deal 4 damage to target<reality> unit.
- Discard the top 4 cards of your deck. You may cache a claim from your memory.",,y,,,,,,
